name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
38501,2024-01-20,15.3,3.4,9.1,10.2,-8.9,2.4,1.2,70.7,0,0,0,,0,2.3,18.1,8.7,341.9,1032.4,37.1,9.8,107,9.3,5,10,2024-01-20T06:50:50,2024-01-20T16:55:37,0.32,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72327400372,99999963855,LFFT1,KSRB,K8A3"
38501,2024-01-21,31.5,-0.1,15.4,31.5,-0.1,13.6,6.4,70.3,0,0,0,,0,1.3,15.9,7.6,50.7,1035,0,9.9,97.5,8.6,5,10,2024-01-21T06:50:23,2024-01-21T16:56:40,0.36,Clear,Clear conditions throughout the day.,clear-day,"72327400372,99999963855,LFFT1,KSRB,K8A3"
38501,2024-01-22,49.7,24.8,37.6,44.9,18.2,32.1,18.1,46.4,0,0,0,,0,0.3,21.9,12.1,176.8,1030.9,11.2,9.9,106.7,9.3,5,10,2024-01-22T06:49:54,2024-01-22T16:57:42,0.39,Clear,Clear conditions throughout the day.,clear-day,"72327400372,99999963855,LFFT1,KSRB,K8A3"
38501,2024-01-23,55.4,42.8,50.7,55.4,38.1,49,43.4,76.4,0,0,0,,0,0,23.7,12.9,170.1,1026.7,83.3,9.9,45,3.8,2,10,2024-01-23T06:49:23,2024-01-23T16:58:45,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72327400372,99999963855,LFFT1,KSRB,K8A3"
38501,2024-01-24,60.8,55.2,58.3,60.8,55.2,58.3,55.8,91.6,0.088,100,50,rain,0,0,27.3,16.4,172.2,1021.4,95.2,8.3,11.5,1.1,1,10,2024-01-24T06:48:50,2024-01-24T16:59:49,0.47,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72327400372,99999963855,72325003847,LFFT1,KCSV,KSRB,K8A3"
38501,2024-01-25,65.9,57.2,61.2,65.9,57.2,61.2,60,95.7,0.079,100,70.83,rain,0,0,29.8,13.4,191.9,1017,96.6,6.1,14.7,1.3,1,10,2024-01-25T06:48:16,2024-01-25T17:00:52,0.5,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72327400372,99999963855,LFFT1,KSRB,K8A3"
38501,2024-01-26,64.2,43.5,55.5,64.2,43.5,55.5,51.4,87.4,0,0,0,,0,0,19.7,7,269.2,1020.3,61.8,9.4,69.1,6.1,4,10,2024-01-26T06:47:40,2024-01-26T17:01:56,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72327400372,99999963855,LFFT1,KSRB,K8A3,TR889"
38501,2024-01-27,60.8,43.1,51.3,60.8,37.3,50.2,49.3,93.3,0.068,100,33.33,rain,0,0,32,16.9,183.9,1014.1,91,7.3,18.4,1.7,1,10,2024-01-27T06:47:02,2024-01-27T17:02:59,0.57,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72327400372,99999963855,LFFT1,KCSV,KSRB,K8A3"
38501,2024-01-28,41,37.2,38.6,35.3,30.3,32.7,38.1,98.3,0.037,100,87.5,rain,0,0,26.2,13.6,279.1,1016,85.1,4.1,24,2,1,10,2024-01-28T06:46:22,2024-01-28T17:04:03,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"72327400372,99999963855,LFFT1,KSRB,K8A3"
38501,2024-01-29,38.9,33.6,36.1,38.9,28.5,33.2,32.7,87.7,0,0,0,,0,0,20.4,7.8,305.6,1023,99.8,9.8,41.3,3.8,2,10,2024-01-29T06:45:41,2024-01-29T17:05:07,0.63,Overcast,Cloudy skies throughout the day.,cloudy,"72327400372,99999963855,LFFT1,KCSV,KSRB,K8A3"
38501,2024-01-30,54.9,31.8,42.2,54.9,24.9,38.9,34.7,76.8,0,0,0,,0,0,27.5,12.9,225.8,1016.9,87.2,9.9,68.6,6,4,10,2024-01-30T06:44:58,2024-01-30T17:06:11,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72327400372,99999963855,LFFT1,KSRB,K8A3"
38501,2024-01-31,42.8,26.9,38.2,42.6,26.9,35.7,32.2,79.8,0,0,0,,0,0,15.7,8.1,328.9,1020.9,88.1,9.8,39.8,3.4,2,10,2024-01-31T06:44:13,2024-01-31T17:07:15,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72327400372,99999963855,LFFT1,KSRB,K8A3"
38501,2024-02-01,53.6,22,36.3,53.6,22,36,29.4,79.3,0,0,0,,0,0,13.9,5.8,235.5,1019.9,0,9.6,103.1,9,5,10,2024-02-01T06:43:27,2024-02-01T17:08:19,0.73,Clear,Clear conditions throughout the day.,clear-day,"72327400372,99999963855,LFFT1,KSRB,K8A3"
38501,2024-02-02,64.2,34.8,47,64.2,34.8,46.6,37.5,73.3,0,0,0,,0,0,14.1,5.8,344.6,1015.3,8,9.9,114.6,9.9,5,10,2024-02-02T06:42:39,2024-02-02T17:09:23,0.75,Clear,Clear conditions throughout the day.,clear-day,"72327400372,99999963855,LFFT1,KSRB,K8A3"
38501,2024-02-03,64.2,29.1,47.1,64.2,29.1,46.8,36.5,71,0,0,0,,0,0,14.8,6.7,110.8,1013.2,0,9.3,113.2,10,5,10,2024-02-03T06:41:49,2024-02-03T17:10:26,0.8,Clear,Clear conditions throughout the day.,clear-day,"72327400372,99999963855,LFFT1,KSRB,K8A3"
38501,2024-02-04,60.6,33,47.5,60.6,33,47.1,27.2,52.2,0,0,0,,0,0,20.8,10.1,72.8,1008.4,5.4,9.9,72.7,6.3,3,10,2024-02-04T06:40:58,2024-02-04T17:11:30,0.83,Clear,Clear conditions throughout the day.,clear-day,"72327400372,99999963855,LFFT1,KSRB,K8A3"
38501,2024-02-05,63.9,34.8,48.2,63.9,33.5,47,27.8,49.3,0,0,0,,0,0,20.8,10,8.4,1010.3,0,9.9,126,10.8,6,10,2024-02-05T06:40:06,2024-02-05T17:12:33,0.86,Clear,Clear conditions throughout the day.,clear-day,"72327400372,99999963855,LFFT1,KSRB,K8A3"
38501,2024-02-06,54.7,25.6,39.7,54.7,25.6,38.9,29.1,68.6,0,0,0,,0,0,17.2,9,16.7,1018.2,0,9.9,125.4,10.8,6,10,2024-02-06T06:39:12,2024-02-06T17:13:37,0.89,Clear,Clear conditions throughout the day.,clear-day,"72327400372,99999963855,LFFT1,KSRB,K8A3"
38501,2024-02-07,66.2,24,44.2,66.2,22.5,43.9,27.9,60.4,0,0,0,,0,0,15,8.5,179.3,1022,9,9.6,127.3,11.1,6,10,2024-02-07T06:38:16,2024-02-07T17:14:40,0.93,Clear,Clear conditions throughout the day.,clear-day,"72327400372,99999963855,LFFT1,KSRB,K8A3"
38501,2024-02-08,60.8,40,52.2,60.8,40,51.4,27.7,39.6,0,0,0,,0,0,23.7,15.1,181.6,1021.2,20,9.9,92,7.9,6,10,2024-02-08T06:37:19,2024-02-08T17:15:43,0.96,Clear,Partly cloudy throughout the day.,clear-day,"72327400372,99999963855,LFFT1,KSRB,K8A3"
38501,2024-02-09,58.8,44.1,51.8,58.8,40.5,50.7,48.2,88.4,0.071,100,50,rain,0,0,25.3,9.9,178.8,1018.3,98.4,8.2,22.1,1.8,1,10,2024-02-09T06:36:21,2024-02-09T17:16:45,0,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72327400372,BLDT1,99999963855,72325003847,LFFT1,KCSV,KSRB,K8A3"
38501,2024-02-10,60.6,51.6,57.4,60.6,51.6,57.4,55.7,94.4,0.122,100,62.5,rain,0,0,26.2,10.3,202.7,1014.8,94.4,7.7,16.3,1.5,1,10,2024-02-10T06:35:22,2024-02-10T17:17:48,0.03,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72327400372,BLDT1,99999963855,LFFT1,KSRB,K8A3"
38501,2024-02-11,55.1,49.8,51.7,55.1,46.4,51.1,50.2,94.9,0.064,100,20.83,rain,0,0,16.6,8.9,34.7,1012.4,98.9,9,48.5,4.1,3,10,2024-02-11T06:34:21,2024-02-11T17:18:50,0.06,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"72327400372,BLDT1,99999963855,LFFT1,KSRB,K8A3"
38501,2024-02-12,56.5,37.2,50.4,56.5,28,49.1,49.5,96.9,0.177,100,58.33,rain,0,0,37.4,15.8,357.7,1004.8,99.2,7,19.2,1.6,1,10,2024-02-12T06:33:18,2024-02-12T17:19:52,0.1,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72327400372,BLDT1,99999963855,LFFT1,KSRB,K8A3"
38501,2024-02-13,48,30.4,37.8,47.9,26.4,36,31.6,81.3,0.014,100,12.5,"rain,snow",0.3,0,18.6,8.8,321.1,1017.1,22.7,8.8,131.6,11.3,6,10,2024-02-13T06:32:15,2024-02-13T17:20:54,0.13,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with early morning snow or rain.,snow,"72327400372,99999963855,72325003847,LFFT1,KSRB,K8A3"
38501,2024-02-14,60.6,27.4,41.5,60.6,27.4,41.2,31.8,73.3,0,0,0,,0,0,16.1,7.9,216.6,1022.8,0,9.8,136.4,11.6,6,10,2024-02-14T06:31:10,2024-02-14T17:21:55,0.16,Clear,Clear conditions throughout the day.,clear-day,"72327400372,99999963855,LFFT1,KSRB,K8A3"
38501,2024-02-15,65.7,33.3,50.9,65.7,33.3,50.3,35.9,59,0,0,0,,0,0,26.6,13.8,244.7,1019.5,44.4,9.9,102.8,8.8,6,10,2024-02-15T06:30:04,2024-02-15T17:22:56,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72327400372,99999963855,72325003847,LFFT1,KCSV,KSRB,K8A3"
38501,2024-02-16,62.4,32.8,47.5,62.4,27.2,46.2,40.1,77.5,0.042,100,16.67,rain,0,0,26.2,14.3,242.8,1014.1,69.6,9.1,70.2,6,3,10,2024-02-16T06:28:57,2024-02-16T17:23:57,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72327400372,99999963855,LFFT1,KSRB,K8A3"
38501,2024-02-17,33.6,24.6,30.2,28,19.1,24,20.4,68,0,0,0,,0,0,24.2,11.4,340.3,1020.3,59.5,9.9,117.2,10.2,6,10,2024-02-17T06:27:49,2024-02-17T17:24:57,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72327400372,99999963855,LFFT1,KSRB,K8A3"
38501,2024-02-18,44.4,17.6,28.9,42.7,17.6,28,16.6,65.2,0,0,0,,0,0,16.1,7.8,260.8,1020.1,0,9.9,148.8,12.7,6,10,2024-02-18T06:26:40,2024-02-18T17:25:58,0.3,Clear,Clear conditions throughout the day.,clear-day,"72327400372,99999963855,LFFT1,KSRB,K8A3"
38501,2024-02-19,55.1,20.4,34.4,55.1,20.4,34.4,20.6,63.8,0,0,0,,0,0,11,7.1,289.8,1021.4,0,9.9,164.5,14.2,6,10,2024-02-19T06:25:29,2024-02-19T17:26:57,0.34,Clear,Clear conditions throughout the day.,clear-day,"72327400372,99999963855,LFFT1,KSRB,K8A3,TR889"
38501,2024-02-20,59,24.2,39.9,59,24.2,39.9,25.1,62.5,0,0,0,,0,0,10.3,6.7,313.8,1023.8,10.5,9.9,148.5,12.9,6,10,2024-02-20T06:24:18,2024-02-20T17:27:57,0.37,Clear,Clear conditions throughout the day.,clear-day,"72327400372,99999963855,LFFT1,KSRB,K8A3"
38501,2024-02-21,67.7,26.6,48.7,67.7,26.6,48.7,29.5,53.7,0,0,0,,0,0,22.4,15.1,192.5,1021.4,16.4,9.9,144.1,12.3,6,10,2024-02-21T06:23:06,2024-02-21T17:28:56,0.4,Clear,Clear conditions throughout the day.,clear-day,"72327400372,99999963855,LFFT1,KSRB,K8A3"
38501,2024-02-22,62.3,51.8,55.8,62.3,51.8,55.8,45.9,71.4,0.096,100,29.17,rain,0,0,28.2,18.9,205.5,1010,80.5,8.7,27.7,2.3,1,10,2024-02-22T06:21:52,2024-02-22T17:29:55,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72327400372,99999963855,LFFT1,KSRB,K8A3"
38501,2024-02-23,60.6,34.6,51.4,60.6,34.6,50.7,40.3,70.3,0.022,100,25,rain,0,0,25.3,12.4,306,1006.5,54.3,9,148.1,12.6,6,10,2024-02-23T06:20:38,2024-02-23T17:30:53,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72327400372,99999963855,72325003847,LFFT1,KCSV,KSRB,K8A3"
38501,2024-02-24,47.7,27.1,39.2,44.4,23.7,36.7,28.9,68.6,0,0,0,,0,0,25.7,16.8,332.6,1014.1,66.9,9.9,114,9.6,5,10,2024-02-24T06:19:23,2024-02-24T17:31:51,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72327400372,99999963855,LFFT1,KSRB,K8A3"
38501,2024-02-25,60.6,23.5,43,60.6,21.9,42.2,27.3,59.4,0,0,0,,0,0,26.4,12.1,174.7,1017.8,33.9,9.9,94.1,8,4,10,2024-02-25T06:18:07,2024-02-25T17:32:49,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72327400372,99999963855,LFFT1,KSRB,K8A3"
38501,2024-02-26,73.2,50.5,62.7,73.2,50.5,62.7,41.4,45.8,0,0,0,,0,0,24.9,17.1,204.9,1014.2,44.4,9.9,144.7,12.4,6,10,2024-02-26T06:16:50,2024-02-26T17:33:47,0.58,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72327400372,99999963855,LFFT1,KSRB,K8A3"
38501,2024-02-27,69.6,60.8,65.7,69.6,60.8,65.7,53.5,65.1,0,0,0,,0,0,31.8,21.2,191.8,1007.2,74.8,9.9,38.6,3.3,2,10,2024-02-27T06:15:33,2024-02-27T17:34:44,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72327400372,99999963855,LFFT1,KSRB,K8A3"
38501,2024-02-28,69.6,30.6,50.2,69.6,26.5,47.6,39.8,68.2,0.081,100,16.67,rain,0,0,33.3,20.7,248.3,1015,59.4,9.5,60.1,5.3,4,10,2024-02-28T06:14:14,2024-02-28T17:35:40,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"72327400372,99999963855,72325003847,LFFT1,KCSV,KSRB,K8A3"
38501,2024-02-29,47.7,25.9,35.4,44.9,19.3,31.3,17.7,51.1,0,0,0,,0,0,17.7,8.8,37.9,1029.9,1.9,9.9,133.1,11.4,6,10,2024-02-29T06:12:55,2024-02-29T17:36:37,0.68,Clear,Clear conditions throughout the day.,clear-day,"72327400372,99999963855,72325003847,LFFT1,KCSV,KSRB,K8A3"
38501,2024-03-01,50,37.4,45,47.1,35.3,41.6,38.5,79.5,0.035,100,41.67,rain,0,0,24.8,15.2,161.8,1022.8,96,9.1,25.5,2.1,1,10,2024-03-01T06:11:35,2024-03-01T17:37:33,0.71,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72327400372,99999963855,LFFT1,KSRB,K8A3"
38501,2024-03-02,60.3,36.4,49.1,60.3,36.4,48.6,46.1,90.6,0.003,100,12.5,rain,0,0,14.5,8.7,205.2,1020.2,72,7.4,49.3,4.3,2,10,2024-03-02T06:10:15,2024-03-02T17:38:29,0.74,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72327400372,99999963855,72325003847,LFFT1,KCSV,KSRB,K8A3"
38501,2024-03-03,71.4,34.6,54.3,71.4,34.6,54,48.8,84,0,0,0,,0,0,21.5,10.9,178.3,1019.4,58.7,7.7,100.1,8.6,4,10,2024-03-03T06:08:54,2024-03-03T17:39:24,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72327400372,99999963855,LFFT1,KSRB,K8A3"
38501,2024-03-04,73.4,55.6,64,73.4,55.6,64,57,79.4,0,0,0,,0,0,20.6,10,168.6,1018.8,47.4,9.9,130.3,11.2,6,10,2024-03-04T06:07:32,2024-03-04T17:40:19,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72327400372,99999963855,LFFT1,KSRB,K8A3"
38501,2024-03-05,62.8,57.2,59.7,62.8,57.2,59.7,56.4,89.3,0.059,100,45.83,rain,0,0,22.6,12.9,163.3,1015.1,75.4,7.8,36.5,3.2,2,10,2024-03-05T06:06:10,2024-03-05T17:41:14,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72327400372,99999963855,LFFT1,KSRB,K8A3"
38501,2024-03-06,59,53.4,55.8,59,53.4,55.8,54.8,96.3,0.078,100,58.33,rain,0,0,16.8,7.9,337.7,1011.6,98.2,7.6,49.8,4.1,2,10,2024-03-06T06:04:47,2024-03-06T17:42:09,0.88,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72327400372,99999963855,LFFT1,KSRB,K8A3"
38501,2024-03-07,64.4,53.4,57.2,64.4,53.4,57.2,52.1,84,0,0,0,,0,0,15,7.1,46.1,1015.5,59.5,9.6,75.5,6.5,2,10,2024-03-07T06:03:23,2024-03-07T17:43:03,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72327400372,99999963855,72325003847,LFFT1,KSRB,K8A3"
38501,2024-03-08,66,53.8,60.2,66,53.8,60.2,52.9,77.4,0.004,100,12.5,rain,0,0,31.2,20.3,169.2,1013.2,83.1,9.8,35.8,3.1,2,10,2024-03-08T06:02:00,2024-03-08T17:43:57,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72327400372,99999963855,LFFT1,KSRB,K8A3"
38501,2024-03-09,58.7,42.5,50.3,58.7,37.3,48.5,48.9,94.6,0.052,100,54.17,rain,0,0,32,10,317.9,1010.5,98.2,7.5,36.6,3.3,2,10,2024-03-09T06:00:35,2024-03-09T17:44:51,0.98,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72327400372,99999963855,LFFT1,KSRB,K8A3"
38501,2024-03-10,49.8,30.4,40.3,47.1,30.4,37.9,26.7,63.8,0,0,0,,0,0,26.2,10.1,317.9,1019.7,2.9,9.9,198,16.5,7,10,2024-03-10T06:59:11,2024-03-10T18:45:45,0,Clear,Clear conditions throughout the day.,clear-day,"72327400372,99999963855,LFFT1,KSRB,K8A3"
38501,2024-03-11,58.8,24,39.8,58.8,24,39.6,24.3,62.8,0,0,0,,0,0,11.4,6.7,349.4,1024.4,0,9.9,194,16.7,7,10,2024-03-11T06:57:46,2024-03-11T18:46:38,0.04,Clear,Clear conditions throughout the day.,clear-day,"72327400372,99999963855,LFFT1,KSRB,K8A3"
38501,2024-03-12,67.8,28.1,47.1,67.8,28.1,47.1,29.5,58.8,0,0,0,,0,0,17.2,8.1,206.8,1019.4,7.6,9.9,188.2,16.3,7,10,2024-03-12T06:56:20,2024-03-12T18:47:31,0.08,Clear,Clear conditions throughout the day.,clear-day,"72327400372,99999963855,LFFT1,KSRB,K8A3"
38501,2024-03-13,73.2,35.3,54.5,73.2,35.3,54.5,41.8,66.1,0,0,0,,0,0,19.7,10.6,214.9,1015.6,21.1,9.9,158.7,13.7,6,10,2024-03-13T06:54:54,2024-03-13T18:48:24,0.11,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72327400372,99999963855,LFFT1,KSRB,K8A3"
38501,2024-03-14,76.8,45.9,63.7,76.8,45.9,63.6,52.7,69.4,0,0,0,,0,0,23,18.6,206.4,1016.5,29.4,9.9,129.1,11.3,4,10,2024-03-14T06:53:28,2024-03-14T18:49:17,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72327400372,99999963855,LFFT1,KSRB,K8A3"
38501,2024-03-15,68.2,53.3,62,68.2,53.3,62,58.1,87.5,0.088,100,25,rain,0,0,26.2,15.1,268.2,1015.2,93.2,8.4,80.1,6.9,4,10,2024-03-15T06:52:02,2024-03-15T18:50:09,0.18,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"72327400372,99999963855,LFFT1,KSRB,K8A3"
38501,2024-03-16,65.9,44.4,53.4,65.9,44.4,52.8,44.7,76,0,0,0,,0,0,18.6,9.9,328.9,1015,41.6,9.5,187.1,16.3,7,10,2024-03-16T06:50:36,2024-03-16T18:51:02,0.25,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72327400372,99999963855,LFFT1,KSRB,K8A3"
